"MacRep1","MacRep2","MacRep3","NeuRep1","NeuRep2","NeuRep3","MonRep1","MonRep2","MonRep3"
9,31,39,26,5,20,10,54,64
9,32,31,17,10,20,9,57,63
5,22,23,5,0,0,1,4,3
6,6,6,2,0,3,0,7,7
8,14,16,12,3,3,3,12,9
10,16,20,20,6,12,5,23,20
2,21,36,23,6,17,2,36,42
8,47,49,13,1,9,10,59,53
9,46,28,28,2,17,9,83,103
10,56,41,8,2,7,6,38,44
10,13,17,10,3,6,2,14,9
5,42,41,16,7,10,4,35,37
11,37,25,13,3,4,6,38,27
1,11,7,27,10,6,5,10,4
13,75,58,7,3,5,5,11,9
6,41,19,18,1,11,1,7,15
7,29,11,15,1,6,2,17,13
24,144,119,75,8,35,16,149,123
2,16,15,1,1,1,1,5,9
7,44,40,7,0,2,3,14,22
6,19,14,8,7,13,11,9,5
3,18,9,8,1,2,6,24,41
31,148,120,117,12,41,21,177,163
13,65,74,13,1,3,9,46,46
4,29,24,1,1,4,0,3,3
13,107,77,7,2,2,2,9,4
9,89,75,11,3,4,3,7,5
2,10,17,30,3,9,3,15,12
3,42,33,22,0,16,6,58,60
11,12,23,15,8,16,3,17,11
8,39,29,10,3,3,0,13,11
54,285,326,7,0,4,4,27,15
10,47,47,12,1,9,10,48,40
4,34,13,23,5,8,12,48,43
10,54,52,14,2,4,4,5,14
48,358,256,148,26,103,32,236,293
11,74,64,37,5,15,10,62,64
4,33,32,17,7,15,11,49,26
6,12,12,2,1,2,0,5,3
4,28,18,5,2,2,1,13,14
14,61,61,5,3,7,5,21,18
17,96,88,25,8,14,5,26,18
14,112,74,18,4,11,15,62,84
9,29,35,20,2,14,7,28,39
17,111,87,20,5,10,7,64,73
11,69,67,40,1,10,3,50,50
8,19,24,4,1,7,1,3,2
10,16,14,5,0,3,3,21,20
0,1,2,5,1,0,1,3,0
6,26,13,3,0,1,0,4,2
6,15,11,26,8,13,2,14,11
2,2,5,4,0,1,3,8,1
8,12,22,14,5,6,1,16,10
10,67,59,5,1,2,3,9,9
7,10,29,30,8,22,13,28,11
14,26,23,14,3,20,8,34,21
4,22,22,15,6,14,9,30,21
9,67,69,19,6,13,14,53,30
26,162,110,11,2,8,6,17,17
80,502,397,349,32,160,53,423,445
8,31,34,23,2,14,4,21,16
13,18,29,8,3,9,4,6,18
15,87,84,12,8,13,2,22,28
16,101,101,10,2,8,7,47,56
50,282,227,181,21,79,29,198,211
66,434,302,360,35,152,42,333,304
6,40,40,5,6,10,7,22,23
47,224,176,113,24,64,19,103,153
2,6,4,15,3,8,8,14,7
4,14,8,5,0,3,2,15,19
10,43,32,4,1,7,0,6,12
10,39,44,16,3,6,0,5,9
23,179,120,49,12,36,22,115,161
12,48,45,30,8,7,5,31,26
1,6,2,7,0,0,1,3,3
1,1,6,6,0,5,1,8,4
0,18,18,27,7,10,2,12,12
4,25,25,2,1,1,0,3,3
20,56,64,15,7,12,5,25,24
0,2,1,5,1,1,0,1,1
36,186,193,31,5,28,11,64,56
17,86,67,9,2,8,5,45,46
8,31,39,32,4,22,3,31,31
10,51,43,22,6,10,9,30,38
19,121,90,83,8,35,10,70,99
1,27,35,27,4,17,11,40,27
2,13,13,23,8,5,4,12,14
2,24,23,7,3,7,6,11,19
11,37,27,25,3,10,7,18,28
10,24,16,16,8,9,2,20,21
2,13,10,23,4,10,9,15,8
11,46,32,29,4,20,5,35,35
5,16,17,25,6,9,7,21,18
0,1,0,7,1,2,0,0,1
12,44,39,27,3,14,14,48,44
16,46,47,10,3,7,1,3,3
10,30,29,20,17,16,15,29,53
48,238,210,85,18,37,32,161,225
25,147,113,16,5,13,3,33,38
4,9,11,3,0,2,0,7,4
1,13,13,6,1,3,1,9,14
20,167,149,13,4,8,12,58,64
5,24,21,7,4,7,5,18,19
43,252,238,20,7,14,16,108,129
25,108,80,12,5,6,2,31,31
36,190,227,20,3,13,11,97,93
17,74,77,31,1,20,9,49,58
0,2,2,4,0,2,3,3,5
18,89,73,70,10,31,18,99,147
11,63,61,14,4,11,5,23,25
4,21,13,18,5,11,1,15,8
0,6,7,4,2,1,4,7,0
13,56,32,23,5,17,6,50,28
0,0,0,6,3,1,0,1,1
7,10,24,7,0,7,3,6,8
13,96,57,97,4,44,19,96,104
19,63,58,6,1,6,1,8,4
11,63,68,8,2,9,3,3,8
7,25,33,3,2,0,1,3,1
9,87,89,13,3,5,7,41,42
8,44,67,100,50,84,24,64,66
12,47,51,17,2,12,5,24,20
9,37,30,15,3,4,8,9,13
7,38,33,24,6,11,7,25,32
25,149,138,23,4,17,4,26,31
1,8,10,20,5,11,2,20,22
11,35,24,5,1,5,2,3,3
11,16,25,4,0,4,0,5,3
8,36,44,13,2,8,4,13,24
33,218,178,254,18,82,23,186,228
12,43,42,54,12,18,14,44,75
12,29,43,14,6,15,7,24,40
7,26,20,12,2,4,5,11,7
4,11,23,8,4,2,0,6,7
12,60,36,22,5,10,2,43,33
10,52,42,8,1,5,3,12,8
19,87,76,53,20,19,21,75,62
56,360,251,442,48,139,48,381,461
22,190,109,23,3,12,6,39,34
9,31,36,44,5,15,7,44,29
37,144,148,138,16,66,22,111,114
28,119,113,28,7,14,1,19,24
15,88,49,72,10,40,11,77,51
33,113,74,118,15,44,17,94,74
5,8,9,8,1,3,3,4,4
9,41,34,61,5,23,10,48,43
18,62,55,93,13,25,11,96,104
1,47,57,72,11,19,6,60,91
36,146,113,229,23,79,36,208,152
11,44,38,76,8,20,8,44,44
10,25,30,10,4,9,3,15,8
14,40,41,3,0,2,4,6,6
7,30,23,37,7,15,5,39,29
20,83,68,102,13,37,12,105,80
8,33,24,29,14,20,2,37,24
2,2,4,15,6,6,0,5,4
5,33,36,35,11,15,5,39,37
12,33,23,12,6,4,4,20,13
8,38,33,51,11,14,10,34,48
11,85,67,63,19,31,9,76,69
1,4,2,6,2,1,0,5,1
16,68,72,85,13,24,13,78,78
1,15,7,6,0,1,0,5,5
14,49,33,78,5,21,9,63,52
6,43,38,63,6,31,13,65,80
20,92,59,56,9,25,12,70,76
26,106,54,88,6,34,14,86,93
27,156,112,110,15,43,23,149,108
0,6,7,7,0,0,0,4,3
6,37,28,40,6,30,4,39,31
18,28,41,9,4,1,8,15,8
13,78,74,94,7,35,14,90,92
1,0,3,5,0,0,0,2,3
25,107,88,172,16,57,9,143,104
10,53,51,16,1,5,2,31,21
8,24,16,10,2,6,2,5,3
9,72,50,57,8,27,9,57,54
19,66,41,51,7,31,11,54,64
17,135,106,193,29,89,21,155,132
0,2,3,7,0,1,0,7,3
21,78,81,105,10,48,13,61,83
32,124,116,184,14,71,15,116,137
15,69,78,79,10,43,13,87,79
9,37,31,49,10,24,9,56,35
10,42,34,48,14,28,11,47,29
18,88,60,133,26,44,16,141,114
12,48,43,55,14,26,10,45,36
16,83,74,25,8,19,5,20,20
7,57,57,49,12,27,6,51,51
13,97,62,92,8,35,17,93,61
8,24,30,44,8,22,7,43,38
15,86,53,116,9,41,7,87,65
1,2,1,7,0,2,0,5,2
10,63,65,98,13,49,12,65,78
4,24,36,23,1,16,6,23,22
21,133,90,148,18,53,13,112,103
8,31,26,28,1,6,5,25,26
31,121,102,178,24,71,18,132,119
5,59,31,20,3,12,8,29,23
32,121,112,34,10,18,22,66,66
32,143,104,164,17,74,16,171,163
22,122,83,153,11,56,16,146,118
4,15,18,27,3,14,4,20,19
6,49,32,61,8,15,10,40,46
14,99,75,132,12,39,12,89,112
12,64,56,36,4,8,10,31,22
19,93,91,185,17,80,22,146,131
0,2,3,11,0,2,0,10,7
4,11,13,18,7,9,2,20,8
11,38,22,13,4,12,1,12,13
10,57,47,4,5,8,5,12,19
4,37,38,35,11,16,4,37,35
11,105,65,95,6,31,4,62,79
25,78,70,89,14,33,15,84,67
7,29,25,27,9,8,4,43,31
4,16,17,17,9,9,1,24,17
15,73,64,88,17,38,11,69,48
19,87,68,127,13,40,17,111,102
7,28,24,51,9,26,5,36,42
8,14,12,13,5,4,2,14,14
7,30,19,18,3,6,6,21,22
2,15,18,28,6,9,4,22,22
12,53,33,45,12,22,11,49,44
7,15,16,12,4,8,1,20,8
18,75,78,41,6,17,5,52,38
11,50,67,2,2,4,0,6,6
20,83,55,84,12,34,13,51,49
20,98,48,137,11,66,19,123,84
17,81,84,64,16,41,7,56,36
18,60,74,3,1,2,0,6,5
28,85,112,127,18,41,20,121,114
18,89,100,102,16,46,20,67,59
3,10,14,1,0,0,0,1,1
2,30,20,32,4,12,13,24,19
2,15,14,21,2,9,6,11,13
20,89,96,173,10,56,15,122,113
11,75,66,80,12,35,7,70,78
5,53,52,81,8,42,6,79,60
14,74,43,78,22,26,7,75,60
6,29,17,21,6,20,8,31,21
13,54,35,47,12,25,5,46,44
16,81,51,90,10,44,7,69,63
7,32,33,45,11,16,3,39,39
14,58,54,54,11,29,3,20,24
8,30,14,25,2,8,3,21,21
5,51,37,58,6,15,15,75,46
17,63,77,83,12,41,11,112,93
4,19,27,2,0,2,3,7,7
18,67,61,18,4,5,1,8,15
9,37,29,33,5,14,2,36,35
31,212,275,270,38,122,42,253,210
2,23,29,26,5,22,7,28,39
18,67,58,99,14,38,15,89,81
16,78,83,82,14,43,19,93,73
36,132,156,251,27,84,21,169,156
2,14,10,10,1,5,4,16,10
2,23,21,40,9,19,4,39,22
31,154,144,171,26,72,26,146,128
0,8,7,6,1,2,1,10,6
35,182,119,241,19,83,24,202,187
28,154,128,134,11,75,19,122,117
10,63,59,86,12,22,18,61,59
9,51,48,45,15,23,11,52,47
38,245,148,318,27,106,25,229,209
17,88,77,83,10,42,9,51,74
5,13,13,24,3,14,4,16,12
23,125,80,119,14,47,15,120,61
62,288,314,392,45,170,54,340,332
28,150,105,139,12,66,18,100,87
9,55,51,9,4,2,1,16,13
7,31,40,10,2,2,11,7,17
13,111,81,110,24,43,14,102,106
11,60,50,113,8,38,10,80,82
2,12,19,20,1,6,5,23,17
17,95,107,129,10,44,12,105,113
7,38,34,53,11,27,9,59,49
12,59,46,64,9,24,9,57,49
51,236,276,313,42,125,45,267,253
13,83,52,79,10,26,12,46,46
27,100,91,106,12,33,15,63,57
11,60,48,93,11,34,11,58,45
4,28,28,38,8,14,4,25,21
8,32,48,7,2,7,2,5,8
10,52,41,10,3,8,3,20,8
0,16,17,0,2,2,1,3,7
28,129,120,163,24,69,25,128,136
11,37,27,28,7,16,3,32,25
11,28,27,22,5,3,1,11,18
16,39,52,23,3,19,2,35,34
11,26,21,10,5,4,4,34,33
20,87,62,108,18,35,16,101,85
12,69,65,61,18,28,14,50,60
2,9,11,16,6,8,0,8,7
9,47,38,43,5,10,5,35,23
14,63,43,59,12,23,9,59,44
2,16,23,23,6,16,3,13,14
3,18,31,35,9,15,7,27,33
4,53,28,42,8,11,5,24,31
6,29,31,29,8,14,7,11,17
6,19,24,2,1,2,1,2,4
7,39,32,25,4,1,10,56,51
14,55,44,64,16,27,9,69,57
4,52,32,36,15,18,6,37,41
15,86,74,72,20,42,11,80,71
8,50,47,18,2,6,4,19,22
12,34,45,9,3,1,3,12,10
39,185,183,248,33,91,33,219,192
4,45,30,43,9,26,7,42,20
33,214,141,301,26,122,27,242,245
21,95,60,150,19,42,23,124,116
29,122,111,134,20,72,22,155,110
4,26,25,18,5,13,7,21,10
10,34,46,14,1,8,2,5,5
14,54,58,38,9,16,4,39,35
3,29,31,41,3,9,9,45,35
27,147,122,153,25,68,20,117,135
6,58,49,63,15,27,12,65,45
15,71,54,68,18,36,12,64,58
8,30,23,20,6,14,5,36,30
7,24,28,12,3,9,4,20,25
18,109,90,107,17,38,10,112,81
2,36,37,34,6,22,8,49,33
6,19,20,15,5,11,7,26,13
2,26,26,22,2,18,6,37,41
29,157,124,152,20,59,27,160,177
3,10,9,18,3,11,1,16,3
4,25,33,23,8,18,3,24,22
17,109,72,86,4,41,10,56,66
17,94,70,72,10,29,11,56,51
7,38,38,15,6,18,5,33,29
12,31,30,39,7,8,5,24,23
2,30,29,33,4,16,3,23,22
6,32,27,22,7,13,5,21,31
12,99,56,57,16,26,12,57,61
24,135,94,199,23,91,29,165,165
8,31,33,31,15,28,6,28,27
17,103,102,111,19,63,11,106,82
10,21,36,22,4,7,7,18,18
12,93,72,47,8,28,15,50,48
13,32,29,15,2,7,5,26,20
13,84,66,95,12,42,12,89,104
10,62,80,90,12,36,15,88,85
1,14,8,12,4,5,1,4,4
11,55,52,29,4,16,5,37,46
1,5,2,8,2,3,1,5,5
15,79,55,106,10,53,7,73,83
19,97,104,126,28,52,8,101,85
13,66,59,73,14,28,9,54,54
17,41,37,10,2,8,5,11,13
15,81,67,39,10,28,13,53,44
9,30,35,55,9,24,11,56,34
2,15,19,26,6,13,5,11,17
21,88,57,148,16,71,15,128,133
30,119,73,133,23,52,17,124,115
9,24,13,2,2,6,2,5,8
10,38,42,5,2,7,3,4,4
34,140,117,244,25,68,27,217,235
7,26,38,29,6,14,4,27,12
9,25,29,26,13,14,8,34,33
68,286,275,306,42,127,46,268,264
6,20,39,49,13,22,5,49,42
1,19,10,14,6,11,9,21,24
17,114,101,92,18,40,14,88,89
14,66,60,105,19,39,16,78,65
8,63,55,47,10,19,5,54,41
18,104,51,130,17,56,9,110,77
6,20,12,12,0,6,1,13,12
7,38,48,52,9,21,4,54,40
14,65,70,75,9,32,15,87,65
7,39,39,13,3,12,8,34,33
9,52,53,81,12,24,12,76,79
17,79,69,78,13,51,15,87,81
41,182,188,208,35,85,31,172,173
20,119,90,129,12,37,11,99,99
44,230,186,270,30,125,34,258,242
18,128,99,134,15,40,16,120,93
24,89,82,57,24,31,4,51,40
16,76,60,58,15,23,10,59,51
5,27,38,13,5,4,11,25,28
12,58,72,60,9,36,10,63,51
11,44,64,36,9,24,6,39,32
8,30,27,28,2,26,6,30,32
10,43,44,39,10,22,8,45,35
16,74,68,58,11,28,11,55,53
9,23,35,34,3,17,8,47,39
8,44,36,34,10,17,6,36,25
12,68,56,41,13,20,7,28,35
9,46,49,37,8,22,8,46,43
18,105,83,77,14,33,15,63,64
9,83,73,72,10,30,14,64,77
30,127,142,99,20,37,18,104,91
14,73,68,58,15,31,11,44,56
10,20,16,8,1,4,0,6,4
15,77,49,69,11,30,8,62,61
6,45,20,45,5,18,6,36,30
3,48,41,46,7,35,9,49,36
10,83,53,92,11,26,16,65,59
21,106,123,52,16,27,15,55,63
7,31,37,34,8,11,9,41,34
2,1,1,7,1,1,0,2,1
29,147,159,134,22,58,19,170,141
14,72,53,80,18,38,12,67,89
0,13,6,14,2,5,0,13,13
5,23,25,25,6,18,3,23,7
8,65,63,28,3,14,10,45,45
8,18,23,29,4,17,3,27,13
29,109,105,120,20,62,17,104,79
15,35,36,69,15,29,11,51,55
42,159,151,176,26,82,30,176,183
5,64,40,79,12,27,5,66,76
13,77,70,72,16,42,16,65,56
14,46,26,18,7,10,3,27,20
19,70,40,64,9,28,14,62,79
10,67,46,78,4,40,12,62,56
6,52,50,37,5,17,9,35,31
5,10,5,13,4,10,2,8,5
4,25,25,17,6,13,5,28,15
30,118,90,55,18,35,15,66,76
11,50,42,33,7,14,9,34,28
17,75,63,72,16,21,15,80,70
6,17,16,29,7,9,6,19,26
11,49,40,13,5,3,5,13,13
0,5,4,7,0,2,1,0,0
16,56,57,23,8,12,9,56,65
7,25,30,10,4,2,5,17,12
11,43,63,44,10,14,6,37,27
6,48,21,30,7,16,9,28,23
19,131,134,162,36,82,23,114,137
6,13,16,40,3,20,11,39,36
20,149,120,178,20,72,23,165,151
1,14,12,22,3,11,1,14,13
9,75,59,133,12,40,11,107,105
5,14,19,29,6,15,2,43,15
32,92,103,93,16,45,13,85,84
10,32,35,12,1,5,3,25,17
56,218,224,267,35,122,40,267,250
13,69,67,43,7,25,10,44,41
21,61,77,70,17,36,16,81,63
9,34,23,37,8,10,4,28,15
43,227,148,286,16,95,30,261,225
31,161,148,210,33,87,20,190,170
10,48,45,41,2,20,3,32,37
0,3,7,6,1,3,0,4,3
0,6,5,5,4,3,2,4,3
16,64,65,82,9,26,11,52,45
3,44,39,38,4,16,10,28,34
20,65,70,32,8,23,14,55,62
40,202,140,195,32,68,31,157,171
37,177,139,195,17,60,26,158,127
9,28,31,18,6,3,2,13,23
20,123,121,121,19,69,18,124,116
10,43,59,53,17,27,13,49,40
2,8,7,17,8,12,2,19,5
7,24,21,30,4,17,4,15,16
24,91,68,81,11,39,20,84,86
2,7,8,23,4,12,2,8,6
39,156,126,204,24,67,25,235,168
16,72,41,63,11,31,10,64,70
19,90,74,92,8,33,12,97,115
8,54,39,76,6,33,9,44,63
19,114,99,104,13,47,13,129,106
14,83,82,120,8,43,10,80,98
11,59,36,66,8,16,16,60,43
2,12,10,24,6,9,12,23,9
10,78,58,100,9,33,17,84,62
3,14,9,20,0,4,1,5,17
39,144,135,180,27,60,26,156,124
1,2,2,0,2,2,3,5,9
20,158,94,158,16,57,17,132,125
11,32,30,15,5,12,4,15,10
18,81,85,31,6,24,7,40,28
10,31,36,29,6,8,1,31,22
23,80,82,112,13,42,19,86,103
6,5,9,4,4,2,0,5,4
16,117,146,120,18,41,21,76,75
3,16,16,28,12,7,3,18,20
3,16,22,29,6,12,4,18,20
29,138,128,118,9,47,20,154,153
23,77,80,89,19,42,14,84,54
4,41,42,59,7,24,14,55,43
10,16,25,20,1,8,3,19,4
7,24,19,12,2,8,0,9,14
16,79,73,84,13,30,12,76,70
5,40,31,30,7,13,7,30,18
16,108,95,86,26,50,11,66,75
3,16,25,27,10,13,5,23,18
4,19,21,28,2,8,2,11,19
16,66,56,57,14,14,13,54,46
22,122,87,89,10,37,8,62,48
15,56,54,47,4,12,14,52,44
25,96,96,117,18,51,24,117,101
18,73,57,88,14,41,15,56,65
2,37,19,65,10,27,11,78,35
8,42,40,17,8,12,7,25,30
9,26,19,26,11,11,2,18,6
3,36,34,23,6,12,7,28,26
10,20,21,10,2,7,0,13,8
3,24,13,24,7,11,2,18,19
28,176,122,167,20,79,20,132,136
6,58,55,28,4,14,14,53,51
25,160,172,214,34,78,21,174,177
26,167,149,231,30,73,23,158,154
7,51,47,34,9,19,7,32,27
1,9,8,22,0,9,3,18,18
34,153,103,257,27,99,17,237,137
5,35,37,39,15,10,9,22,33
16,40,29,18,2,8,1,16,14
14,58,75,76,10,26,10,69,62
9,40,44,37,9,16,6,24,18
8,57,40,28,6,15,10,34,35
3,33,30,44,4,17,5,25,29
20,86,61,33,10,8,4,19,22
3,5,3,8,1,1,1,3,2
2,48,43,30,10,11,9,41,40
41,179,163,330,26,147,33,245,231
6,23,25,30,9,14,4,27,12
13,60,50,42,16,16,7,42,31
13,58,69,92,9,37,11,75,76
6,44,36,39,8,24,7,27,37
8,9,18,19,7,10,4,14,19
28,117,114,133,20,42,10,112,100
9,45,43,9,2,6,2,4,9
8,10,14,7,1,4,2,16,17
5,16,19,40,7,18,5,38,35
15,36,36,12,4,14,4,11,5
13,57,26,44,7,22,8,49,31
29,159,131,159,25,82,24,129,148
22,123,75,115,9,43,15,116,52
13,99,96,145,33,74,19,113,119
7,48,51,33,8,18,9,41,40
30,111,96,107,15,53,17,117,122
10,59,35,26,9,10,7,31,28
16,81,94,68,7,38,13,60,48
1,15,18,19,8,18,2,13,16
23,138,138,168,26,76,17,159,143
10,34,32,6,2,7,4,13,6
11,36,39,5,3,1,4,11,11
25,102,64,80,12,24,14,80,69
10,28,24,10,3,3,1,10,5
8,34,30,30,10,14,10,37,45
2,6,4,2,0,3,0,3,7
3,18,16,2,0,1,2,1,3
7,51,31,38,11,16,5,34,35
3,25,30,17,4,16,4,19,18
29,147,119,117,15,56,15,99,109
14,70,56,44,9,21,9,42,41
15,44,75,42,8,29,6,61,44
47,270,269,110,15,77,19,152,155
1,5,7,6,0,2,1,5,4
18,79,52,36,7,19,4,45,50
19,70,74,33,7,24,12,50,43
9,22,28,9,2,4,1,10,13
21,148,106,63,11,34,14,66,79
8,36,25,13,3,5,9,29,19
5,22,15,13,1,3,1,13,8
13,37,28,21,3,11,7,29,34
8,38,47,24,3,12,5,48,51
13,65,54,30,4,19,7,48,37
9,55,49,23,1,15,7,51,41
8,62,72,38,4,22,6,47,47
1,1,6,4,0,2,2,8,5
12,88,67,32,9,31,13,64,52
8,31,26,15,1,5,4,37,29
10,25,26,10,6,11,4,20,23
8,22,19,15,1,10,1,31,22
2,9,8,16,6,7,2,6,10
8,39,41,34,4,19,4,48,46
12,86,81,40,1,28,10,80,60
6,65,46,33,6,24,13,49,45
24,118,76,51,5,42,10,65,74
21,120,109,57,7,32,11,85,81
15,77,84,50,14,26,10,43,53
9,41,33,18,5,14,2,14,17
36,238,202,84,19,30,16,112,118
15,93,96,50,10,26,7,63,49
5,13,10,20,4,15,6,10,6
13,50,45,9,2,5,1,3,5
6,67,43,57,7,20,7,49,44
15,123,132,19,7,11,2,17,8
11,45,42,9,1,3,0,8,5
8,47,44,5,5,2,3,4,2
10,55,42,24,7,13,2,18,22
14,40,32,31,10,12,4,48,30
10,46,48,18,4,8,4,16,14
17,117,76,103,15,43,9,80,70
5,13,20,15,0,7,0,10,14
0,3,1,6,0,1,0,1,3
10,41,66,13,1,9,5,31,25
8,62,57,24,6,18,12,33,28
25,90,57,82,13,36,10,82,60
18,76,70,48,14,20,4,47,46
26,165,104,131,13,52,19,106,117
6,39,32,26,7,24,11,20,23
27,136,152,115,20,56,17,103,103
4,37,39,26,7,18,4,26,18
10,108,84,12,3,5,0,18,13
62,284,213,182,24,84,25,163,198
3,11,18,4,4,2,3,6,19
9,19,10,15,6,12,3,8,13
17,69,52,27,14,13,3,42,29
25,129,71,110,16,40,13,103,61
22,79,73,76,9,25,15,70,68
5,42,21,44,7,19,10,39,24
9,58,48,57,9,25,9,47,45
4,5,11,23,8,12,5,10,9
21,74,61,101,7,40,16,83,79
11,47,45,32,6,27,6,39,37
6,21,17,12,2,8,1,5,8
25,129,90,88,10,35,12,80,82
39,195,125,84,16,38,19,89,89
11,52,50,41,8,28,6,42,35
4,24,31,50,10,19,2,41,21
10,69,110,11,7,7,0,14,13
7,23,27,27,1,11,8,45,43
18,85,82,101,15,51,12,88,98
10,48,54,42,11,16,12,45,33
4,24,26,12,8,6,7,17,23
4,25,23,33,6,14,2,22,25
26,169,110,142,22,42,20,112,98
7,60,54,85,19,38,5,65,73
12,42,26,40,5,14,8,32,42
16,68,52,67,12,30,12,36,41
14,103,103,115,18,44,19,107,107
20,82,97,95,17,49,13,98,72
13,63,47,59,17,29,13,52,48
12,64,44,12,2,8,1,13,3
6,16,3,9,0,3,6,9,14
6,40,44,30,8,27,7,45,46
16,89,85,64,9,22,7,79,90
25,154,124,177,22,75,29,137,152
9,57,34,16,5,5,2,13,6
14,43,24,45,8,22,6,45,50
16,83,107,89,17,38,14,79,81
50,262,187,247,39,96,28,194,200
40,174,154,185,19,71,22,133,137
18,88,71,64,11,32,14,50,46
20,81,65,65,7,34,14,70,43
46,266,204,127,16,53,19,117,123
25,100,67,45,4,17,8,46,44
16,63,83,43,7,26,7,36,44
2,4,4,7,0,0,2,0,3
19,154,93,102,9,34,12,87,75
14,68,58,57,3,23,9,32,46
15,56,62,40,11,20,6,45,42
9,52,70,35,11,27,7,35,39
15,110,90,84,9,36,11,70,75
11,58,60,37,5,27,9,52,40
16,119,90,49,5,26,13,49,62
14,112,94,55,12,26,13,54,50
29,104,115,64,19,37,13,67,75
19,95,90,53,13,28,9,49,49
23,99,84,73,12,27,12,64,59
13,61,51,61,6,32,8,49,47
8,74,48,44,5,14,9,30,40
17,78,59,42,9,24,6,54,49
25,100,94,43,3,24,11,52,44
26,126,103,66,15,43,12,73,81
17,101,95,65,12,49,14,83,77
17,72,52,60,7,30,12,65,58
12,69,69,36,9,20,5,37,30
12,75,70,47,11,19,3,48,56
18,88,94,79,7,23,15,95,90
20,69,51,45,6,18,1,38,33
12,44,59,39,10,16,8,28,37
9,47,50,31,11,16,5,33,31
15,81,63,61,10,23,15,99,67
11,55,60,57,10,30,5,47,62
19,136,99,129,19,50,15,138,126
31,128,87,123,10,60,14,106,109
8,74,53,68,15,29,14,59,67
1,3,7,18,3,11,1,12,12
26,98,72,112,10,41,21,109,131
16,109,75,93,10,51,11,99,66
13,67,69,65,12,26,23,60,61
76,401,406,466,47,168,67,423,368
33,173,212,168,25,63,32,145,147
31,210,171,225,25,84,23,165,177
3,7,14,12,11,9,2,10,7
5,56,58,51,11,20,12,61,48
26,122,109,131,22,53,11,149,107
30,132,108,125,23,66,30,94,96
2,16,12,7,3,7,13,28,23
16,57,45,20,4,6,6,36,28
5,51,49,52,9,16,14,65,50
20,97,80,106,8,51,27,122,123
15,54,44,67,12,26,10,46,46
9,44,40,33,10,7,3,21,34
14,48,41,51,7,13,8,32,34
17,80,58,82,8,35,7,70,66
13,92,73,104,7,33,16,68,54
14,65,52,39,10,21,5,50,45
32,140,149,158,26,70,24,111,109
6,38,46,33,9,11,1,23,29
14,89,63,124,10,40,10,96,92
19,101,79,116,13,54,24,118,91
24,108,99,107,16,47,17,101,99
17,82,68,110,11,53,17,98,109
21,97,90,139,18,52,21,104,119
26,127,104,129,16,55,14,99,118
18,59,59,94,2,29,13,65,57
5,31,33,31,7,9,2,28,35
11,34,23,23,4,7,3,34,23
18,123,101,27,10,13,3,23,17
14,75,51,28,5,15,8,30,20
12,64,41,51,15,21,6,49,36
31,163,120,184,29,78,33,188,147
7,29,33,51,4,14,6,37,27
35,129,117,157,17,69,25,143,139
12,103,90,154,14,63,23,127,108
3,31,40,38,4,18,3,21,20
6,34,40,39,9,13,3,32,31
18,36,39,12,7,7,0,18,7
51,239,239,300,39,96,35,246,235
10,47,54,49,6,16,6,46,41
3,19,19,0,4,1,0,2,2
30,170,162,32,4,21,14,86,67
32,132,117,162,13,59,19,134,133
9,20,21,4,1,4,2,10,4
16,91,82,78,10,38,15,82,77
13,71,61,38,7,16,9,40,45
8,45,26,34,10,20,9,33,37
3,13,23,34,9,14,8,11,15
10,20,26,18,4,5,1,20,24
35,172,108,172,24,65,22,150,160
10,47,43,38,6,14,4,32,26
28,195,175,179,30,75,24,145,153
0,3,0,6,2,1,0,0,1
10,46,44,19,4,14,7,20,42
18,107,102,81,11,32,12,98,70
12,60,75,59,11,24,8,59,68
40,183,182,185,35,91,16,134,104
76,441,418,479,64,207,53,408,389
24,112,87,56,7,30,8,79,76
3,26,30,24,7,17,5,20,21
23,105,91,115,21,47,12,97,88
11,85,60,50,10,26,12,49,33
3,31,30,21,5,11,7,15,9
15,60,69,67,19,19,5,35,41
4,19,34,35,6,15,2,22,14
17,76,72,43,7,17,8,30,31
24,81,82,18,5,7,9,36,50
10,54,46,70,12,37,10,49,37
29,167,115,162,17,66,18,152,157
18,97,65,48,6,23,6,32,24
0,4,4,11,1,2,1,3,6
2,10,12,18,2,5,1,9,14
20,136,115,160,26,46,21,128,123
0,3,2,9,0,3,0,10,3
1,2,11,18,5,8,3,8,2
22,163,111,131,12,49,19,89,151
1,6,3,7,0,4,0,6,5
11,50,46,6,1,2,1,11,11
10,36,26,36,4,7,5,30,19
4,33,27,25,5,13,4,26,32
4,58,35,33,6,24,6,30,29
12,36,48,45,9,23,15,38,32
9,49,53,44,10,26,3,21,37
9,37,21,23,5,11,7,31,18
10,46,35,40,5,21,13,36,37
23,92,75,90,6,32,12,68,65
9,19,30,9,5,10,4,9,13
12,78,80,71,9,42,8,59,55
8,29,20,8,2,5,1,10,10
12,45,60,12,1,10,3,37,46
22,100,69,47,5,24,6,34,39
5,32,31,20,4,15,7,16,18
22,100,81,110,18,41,18,103,95
18,47,38,37,8,25,10,37,46
8,18,17,9,2,1,6,29,14
7,32,44,21,5,13,10,48,54
13,38,28,28,13,8,8,69,58
10,33,32,49,9,12,7,32,36
7,43,45,62,7,20,8,41,35
3,12,13,24,2,10,1,16,14
