"MacRep1","MacRep2","MacRep3","NeuRep1","NeuRep2","NeuRep3","MonRep1","MonRep2","MonRep3"
12,61,52,5,5,5,1,5,10
8,31,41,5,2,2,3,15,17
21,88,68,5,0,9,4,9,19
13,60,64,52,10,34,7,61,44
4,39,40,27,3,16,1,21,29
14,52,72,50,10,34,8,37,53
9,29,39,8,3,8,2,8,4
9,32,36,12,3,8,6,8,15
9,13,16,13,6,13,5,18,18
17,66,51,34,11,19,7,48,38
8,7,5,6,3,7,2,11,2
0,6,6,6,1,2,0,4,3
3,13,15,7,2,7,5,13,12
3,8,4,24,10,15,3,15,23
2,18,21,40,4,14,4,33,26
7,42,30,18,11,9,1,12,13
7,19,26,11,4,4,6,13,16
18,75,74,101,18,41,12,74,74
7,22,24,18,2,13,6,16,16
10,22,23,4,1,5,6,10,15
4,9,13,1,0,1,0,2,3
10,23,23,16,1,6,3,6,6
10,26,29,20,6,14,0,9,12
13,40,35,10,5,8,1,13,21
4,25,23,37,11,15,4,20,23
5,12,8,3,1,4,2,1,2
11,25,35,5,1,6,6,11,7
6,19,25,19,9,10,9,27,15
13,56,40,35,12,21,6,38,36
23,65,51,61,6,22,7,46,56
9,75,60,72,8,33,9,56,70
17,91,78,71,20,29,9,87,55
6,47,34,25,8,15,7,33,39
17,89,77,85,10,36,15,84,73
29,146,117,177,18,58,26,133,142
15,68,57,41,9,22,2,46,59
17,67,67,46,12,22,7,63,51
24,124,120,101,17,40,19,104,95
16,91,72,80,9,25,10,66,54
11,75,73,65,18,41,12,67,60
5,19,21,4,0,1,0,1,3
14,51,68,12,3,6,1,6,4
7,46,60,30,8,23,3,32,40
1,3,4,7,1,0,2,3,4
4,29,29,32,11,16,3,23,24
0,3,9,7,3,1,3,10,3
3,7,3,3,1,2,5,8,5
8,94,84,14,7,11,11,60,56
23,81,58,60,10,23,8,57,54
6,57,50,38,10,22,12,46,69
5,10,13,4,1,7,5,7,10
16,50,63,11,0,2,5,23,27
8,68,59,26,2,19,6,19,21
11,59,49,45,15,26,10,44,34
9,58,37,24,6,17,6,30,46
4,15,24,29,10,23,5,33,38
21,98,90,11,2,11,5,47,51
62,324,300,320,31,144,44,288,307
10,40,36,37,9,27,4,31,41
7,28,17,28,7,15,1,26,27
15,77,55,16,4,5,5,13,14
10,16,31,14,3,9,2,15,5
26,105,85,55,8,35,11,70,47
4,10,5,17,3,11,0,8,6
10,41,36,9,2,12,15,35,28
8,39,45,15,3,11,2,25,18
9,45,37,12,5,11,2,27,24
8,63,41,35,6,25,6,36,49
9,14,7,12,0,6,1,14,10
4,42,27,30,8,13,4,43,50
11,27,29,22,5,12,6,12,14
9,21,22,3,9,3,2,7,7
7,32,32,21,4,14,3,29,20
14,58,47,47,10,37,14,50,47
20,91,72,68,15,25,13,59,85
10,70,53,21,4,19,7,40,36
13,56,61,8,4,2,1,15,16
24,138,120,36,11,39,16,90,93
24,98,100,12,0,6,6,17,19
51,181,190,136,21,93,22,129,161
15,82,54,39,13,37,6,53,36
56,270,251,183,24,127,24,221,210
17,69,72,50,15,32,7,37,61
41,163,105,109,20,48,17,114,107
3,30,33,26,3,16,4,22,19
10,22,23,9,3,7,4,7,8
33,191,115,118,11,48,18,135,130
12,36,35,10,3,11,2,4,4
18,101,83,72,18,35,15,79,83
19,148,158,100,20,59,16,121,110
14,77,56,49,9,28,9,36,54
6,40,35,24,7,12,2,23,27
4,7,13,3,0,7,1,17,12
6,25,22,10,2,18,8,26,26
3,18,22,20,7,12,3,18,11
3,18,12,22,0,13,5,20,13
3,5,6,6,2,1,4,6,2
0,0,2,5,0,0,0,0,1
13,50,43,32,6,21,5,49,36
0,0,1,5,0,0,0,1,0
6,9,4,3,1,3,2,5,2
13,64,45,2,2,1,2,13,5
14,72,67,3,2,1,4,20,16
15,76,78,17,3,20,8,34,48
6,22,17,4,2,4,2,6,14
20,88,51,39,4,26,7,60,43
20,86,87,33,9,15,9,51,74
3,8,15,0,0,2,1,9,14
7,14,24,18,3,10,4,15,16
11,17,29,5,2,5,2,4,3
18,98,123,5,3,2,3,21,21
5,25,17,22,6,11,4,29,18
6,24,22,6,2,2,1,13,19
14,36,42,13,4,11,7,33,28
3,32,22,15,5,9,11,12,14
10,61,43,42,11,19,7,28,21
14,66,49,19,6,9,7,48,52
14,61,60,53,10,38,5,31,46
3,19,10,13,2,4,3,10,6
2,9,5,9,4,6,0,6,4
44,217,185,140,24,72,32,150,127
7,74,101,79,16,34,19,73,62
12,92,98,20,11,16,6,37,43
11,86,70,9,4,4,2,12,17
9,26,23,9,2,10,2,11,6
16,47,52,40,8,15,5,22,22
7,30,25,23,5,21,4,25,18
36,124,81,52,7,21,11,58,62
8,11,19,9,1,0,2,10,9
9,25,20,15,4,6,5,12,12
7,24,18,34,12,21,15,33,22
9,29,21,14,7,9,0,17,19
11,47,42,9,2,5,0,14,10
12,53,34,18,2,8,2,31,29
4,7,16,5,2,3,1,4,8
20,121,95,87,10,50,24,77,73
15,76,69,45,4,17,10,65,52
31,138,127,56,12,40,19,113,114
4,24,16,1,3,5,0,1,1
1,1,1,7,0,0,0,1,0
9,45,41,37,11,24,5,51,38
17,56,70,60,12,26,12,64,51
6,39,29,7,3,9,3,19,15
3,18,18,16,1,9,1,16,14
4,28,21,26,3,12,11,22,24
19,57,44,33,8,21,8,38,22
12,36,25,35,7,15,4,24,45
28,46,54,53,7,22,3,66,72
1,3,5,14,3,5,3,7,8
29,164,146,154,27,67,15,116,125
13,38,64,44,13,15,6,57,54
2,11,20,16,3,11,3,11,17
0,12,9,5,0,1,2,11,7
12,84,68,89,12,43,11,81,69
1,2,1,5,1,0,0,3,2
13,26,43,25,11,12,4,40,22
4,30,22,19,5,8,3,26,21
4,34,67,29,9,21,7,30,35
5,24,27,30,11,28,7,23,17
6,65,40,11,5,5,9,44,44
15,47,41,15,5,8,2,18,14
10,44,41,12,4,5,3,10,8
5,23,29,19,4,10,4,16,22
28,106,96,100,16,44,16,109,102
5,22,26,16,7,14,8,21,18
13,69,69,75,13,27,4,51,50
7,19,23,3,1,3,0,0,2
5,28,28,25,1,11,7,32,30
11,27,28,8,6,8,3,5,2
12,44,41,39,9,16,6,40,46
8,26,32,12,1,5,3,14,17
10,63,53,3,3,9,1,9,11
16,124,79,99,13,28,10,90,72
25,96,82,68,15,23,13,65,75
8,51,42,23,7,15,9,27,33
4,41,32,20,4,14,6,21,14
5,14,12,3,1,4,1,5,8
20,76,77,11,6,10,4,14,8
10,50,51,14,3,5,4,12,6
1,10,9,6,0,2,3,7,8
34,135,135,24,1,11,5,48,65
8,67,73,4,1,2,3,9,1
6,25,30,7,6,6,1,8,9
7,29,38,24,7,15,8,28,41
12,37,47,16,14,13,7,14,17
11,39,32,32,7,17,11,25,26
19,110,91,121,14,62,6,105,91
14,104,107,114,18,38,17,94,82
47,181,127,229,20,97,29,159,144
12,31,30,28,5,12,6,32,26
7,40,22,33,10,11,1,25,24
15,94,71,106,12,24,18,84,92
12,107,87,140,11,64,24,134,136
13,81,90,108,10,31,9,73,64
5,23,11,5,0,2,4,7,11
25,120,93,81,9,48,17,91,61
5,33,33,27,8,12,5,27,22
54,230,234,231,48,119,45,219,241
18,117,79,111,17,47,15,73,80
2,33,39,46,5,21,8,47,35
13,66,70,72,12,37,10,91,81
13,60,46,49,10,32,10,30,51
15,30,55,44,14,23,4,28,31
17,51,31,78,15,36,9,74,77
13,63,89,13,7,1,3,27,23
15,78,69,74,20,20,18,73,73
28,75,85,84,17,21,18,56,71
1,5,6,0,0,0,0,1,4
17,52,44,36,6,17,9,33,29
7,38,24,20,1,15,7,12,23
6,56,54,52,12,16,12,60,44
3,23,19,21,7,12,3,15,9
4,12,16,14,0,3,4,16,19
17,77,62,45,5,33,8,45,37
15,68,59,55,2,21,7,62,63
7,21,26,5,1,6,2,7,4
9,29,21,1,0,2,3,9,22
23,156,114,116,15,50,31,119,123
21,83,89,16,9,4,12,60,81
7,41,28,19,8,16,5,35,32
15,95,72,56,10,30,18,54,47
19,80,78,89,11,38,15,65,72
9,26,38,26,2,4,2,15,26
9,43,46,31,3,15,5,31,39
2,12,19,3,1,5,4,12,11
10,56,65,18,5,10,6,26,34
11,30,22,12,5,5,6,17,21
16,106,93,20,5,13,5,31,38
6,31,34,33,2,16,0,32,32
15,88,102,12,3,7,4,27,24
8,20,16,16,3,8,3,8,10
23,93,102,9,1,1,4,17,16
14,52,51,10,4,2,15,35,45
4,11,7,1,1,0,0,9,8
3,15,16,5,0,4,0,8,4
12,51,49,11,3,3,4,3,7
11,70,61,35,15,20,8,89,96
4,20,31,15,6,13,7,16,29
19,135,109,51,12,27,14,77,66
2,29,22,18,6,8,4,31,25
18,79,77,51,11,21,7,33,25
9,35,44,25,4,11,2,26,32
32,130,120,150,12,59,19,138,150
0,3,2,6,0,2,1,2,3
10,51,41,23,5,17,8,24,27
10,44,36,36,5,26,6,39,49
6,16,7,9,6,8,2,9,15
13,86,57,50,7,20,6,71,48
9,43,33,17,5,7,4,12,12
12,49,45,9,5,4,5,13,20
21,76,66,12,5,12,5,53,45
17,61,60,13,2,8,5,19,21
11,75,78,15,3,4,6,26,31
15,64,58,10,0,6,5,13,18
15,39,46,16,4,9,4,36,33
14,55,35,14,1,6,2,20,15
11,38,31,17,5,7,3,10,20
35,159,90,107,13,42,7,127,122
4,7,7,16,1,4,0,10,6
10,50,56,25,2,12,3,33,34
12,88,81,16,6,8,4,33,37
5,24,26,20,6,11,2,27,27
6,11,17,27,3,24,5,29,51
10,48,44,20,1,11,6,29,55
14,90,66,40,5,28,12,29,43
41,192,188,99,14,59,17,145,193
12,35,31,3,2,3,1,4,6
10,67,56,2,1,2,3,4,2
9,23,31,1,1,1,1,3,4
7,31,31,19,4,3,4,19,19
12,64,55,14,4,9,4,41,56
12,44,44,5,0,3,1,16,17
6,24,24,3,0,3,0,14,14
10,70,79,13,5,10,2,24,20
16,71,42,38,4,20,8,81,68
26,137,112,62,5,41,12,108,90
23,97,73,35,9,21,7,51,76
8,41,36,5,3,3,1,4,6
3,24,19,23,3,15,5,34,50
0,6,8,7,0,2,1,7,6
8,25,25,21,4,7,6,13,26
8,45,42,11,5,3,13,48,41
15,77,59,7,1,8,6,17,27
5,21,30,12,3,10,10,67,71
11,64,79,35,5,17,5,57,53
7,26,26,8,2,6,3,17,28
4,13,4,1,1,3,5,8,19
7,40,24,59,5,24,10,80,75
9,29,17,19,2,9,5,21,22
4,19,14,10,2,10,5,24,28
8,48,24,34,6,17,6,24,48
6,34,19,22,1,16,5,62,59
28,124,135,21,2,11,6,76,71
32,135,93,53,11,28,16,84,86
51,283,214,117,21,68,26,186,186
4,30,31,4,0,2,2,28,23
24,100,76,57,7,34,12,68,65
10,39,40,3,1,1,6,29,23
15,114,115,6,1,2,7,45,45
4,10,13,15,2,5,3,8,8
12,50,40,3,1,3,2,4,4
9,35,31,15,3,11,7,34,49
8,62,65,23,8,15,8,54,66
21,150,126,101,17,39,10,131,104
6,36,40,13,1,6,7,30,31
19,95,80,52,13,26,9,64,81
10,50,41,9,7,6,4,21,47
14,63,44,16,1,11,3,28,57
12,93,74,8,1,12,5,27,43
10,32,38,15,6,8,6,28,31
14,83,93,50,5,28,10,96,119
11,33,40,29,9,25,8,38,53
19,70,73,101,13,59,16,112,82
9,68,55,9,1,2,2,28,38
20,144,109,123,11,54,20,152,122
4,14,27,0,1,1,2,2,0
17,81,88,14,4,6,0,3,11
12,72,79,30,2,21,4,31,32
5,14,17,18,4,12,1,14,17
10,42,30,17,2,6,4,14,23
13,92,70,22,3,14,7,75,83
7,41,38,7,6,8,3,14,27
10,28,28,4,3,3,1,5,4
13,70,68,6,2,4,5,14,15
14,56,55,17,1,5,8,33,40
14,35,46,6,2,1,1,3,4
3,22,18,24,2,17,4,31,33
16,82,75,85,11,35,11,86,73
7,21,43,20,5,17,5,22,23
27,165,126,127,14,53,34,131,126
7,55,47,46,7,22,11,34,33
15,36,34,27,2,12,12,30,31
11,19,18,8,4,6,2,20,18
10,65,83,67,10,18,13,64,74
17,79,83,38,5,25,5,58,66
16,29,34,18,0,7,9,18,19
10,71,53,40,7,27,5,63,51
6,46,32,42,11,15,12,37,29
9,17,11,5,1,3,1,6,0
26,156,128,44,14,16,8,58,57
12,54,56,8,0,4,4,12,12
7,18,14,9,2,2,4,3,2
10,27,24,16,4,7,1,20,22
12,84,81,16,5,5,11,59,61
20,113,96,65,13,35,19,61,77
2,31,34,2,3,6,1,10,13
8,52,47,8,1,8,5,18,19
5,8,6,3,1,1,2,4,3
17,93,64,27,5,19,7,62,77
12,50,65,5,1,3,4,7,10
8,47,46,32,7,24,6,40,32
25,137,94,82,14,48,16,104,90
5,16,11,2,0,1,0,3,2
10,41,38,12,9,4,2,8,12
23,152,127,95,10,46,21,145,110
3,7,7,7,0,1,0,8,10
9,62,38,28,3,11,7,49,34
2,34,28,17,2,12,4,24,31
18,68,58,18,6,11,5,16,24
21,131,99,88,11,34,16,108,113
31,217,184,155,19,78,22,141,173
1,17,7,50,8,26,5,29,39
12,54,38,33,6,15,4,30,40
11,57,44,40,6,16,5,36,21
8,31,53,23,2,7,4,27,27
4,9,9,2,1,2,5,10,8
30,177,140,75,6,32,19,82,98
20,79,57,31,7,26,11,57,56
5,32,23,9,2,8,3,36,21
13,95,79,13,3,6,9,43,36
31,142,147,101,11,30,10,95,100
0,12,8,11,1,5,0,7,6
14,64,34,23,6,16,3,33,29
10,66,49,26,3,8,5,31,30
37,243,203,104,14,55,18,161,132
15,85,68,33,4,10,9,38,46
5,23,20,8,1,5,8,24,29
17,117,106,46,3,22,17,100,70
12,71,52,32,3,23,8,55,53
25,98,75,64,14,29,19,77,56
13,45,28,6,2,4,2,14,19
6,38,34,21,9,21,10,42,42
12,39,39,22,4,8,4,39,44
11,47,49,7,0,7,1,15,13
24,100,79,67,13,37,9,84,64
10,51,38,25,8,17,6,35,31
11,58,32,22,5,16,8,35,30
5,46,33,25,14,16,9,38,41
8,9,11,9,0,6,2,13,14
3,9,2,2,0,1,0,1,1
14,39,37,2,2,3,5,39,53
10,35,40,1,2,1,0,9,14
10,34,35,17,2,7,2,38,25
17,113,71,72,11,44,18,103,111
8,51,27,28,3,21,5,35,38
1,6,9,6,1,4,1,10,7
9,76,39,28,5,20,5,57,19
7,57,45,7,1,3,2,4,6
10,42,60,22,8,17,3,53,54
17,98,71,58,19,42,9,74,86
9,32,19,6,1,6,2,21,27
23,131,124,18,1,10,14,26,20
9,84,87,10,6,10,1,34,45
7,72,78,18,4,5,3,6,4
25,141,129,121,15,64,24,141,152
21,84,70,61,9,35,9,57,79
40,206,163,214,18,80,28,223,230
12,62,62,22,6,14,6,43,44
10,36,34,3,0,1,2,9,8
13,80,68,45,9,21,9,64,58
25,91,69,48,9,23,10,80,75
5,42,38,42,9,20,5,41,40
40,181,144,104,20,46,17,158,178
9,21,22,8,4,0,3,13,12
9,62,64,18,6,11,6,45,63
1,4,8,8,1,4,4,9,12
7,42,33,23,7,14,1,24,19
9,40,40,16,2,5,2,24,28
4,9,15,2,3,1,0,5,0
11,26,32,17,6,6,9,29,22
8,46,39,36,14,25,13,31,33
7,39,37,65,6,26,9,60,56
16,54,75,43,8,35,9,42,55
13,59,41,48,13,25,7,56,51
1,8,10,7,0,4,2,3,8
17,78,100,87,19,50,17,75,86
18,145,137,104,9,53,13,98,110
7,19,32,25,9,8,4,17,33
9,42,45,50,4,22,12,39,47
8,36,27,32,12,19,6,32,23
35,161,130,56,15,29,8,58,42
9,33,24,17,2,8,1,12,18
15,66,59,88,11,31,14,68,106
8,30,40,18,8,18,7,37,34
12,43,46,44,6,29,0,30,24
24,90,94,79,15,38,14,69,65
20,77,84,77,16,36,12,75,77
34,206,145,186,15,75,25,159,150
13,90,88,57,10,32,8,60,44
19,94,82,56,4,25,12,77,85
1,5,6,7,1,2,1,9,7
8,65,65,82,13,22,14,75,65
21,105,97,75,17,33,7,88,74
11,35,32,62,11,24,5,24,27
9,29,18,21,8,12,7,19,19
12,66,52,93,19,24,6,54,49
9,46,46,14,2,4,2,11,17
10,49,56,42,11,22,6,45,38
27,119,108,119,22,58,19,136,132
9,35,26,49,7,10,7,36,40
13,98,83,47,7,22,10,40,53
7,53,38,7,3,6,1,8,6
5,18,21,29,6,13,9,19,18
18,84,80,110,10,37,16,91,99
11,23,29,23,8,17,6,39,24
39,216,198,302,29,120,38,253,262
25,141,138,131,23,50,20,104,116
16,56,70,46,2,14,6,44,56
0,32,26,41,10,16,6,31,32
1,4,3,8,0,1,1,3,1
8,62,42,62,10,26,11,64,53
11,27,27,29,3,14,7,14,22
17,65,68,41,15,25,13,44,49
33,120,98,95,14,52,12,65,94
13,71,67,73,13,25,4,41,35
19,124,103,93,14,48,8,76,83
10,49,45,52,17,24,12,46,55
5,31,34,27,10,27,10,35,36
8,6,8,3,4,2,0,4,3
5,29,30,24,6,12,4,12,18
1,16,20,3,0,2,4,11,23
9,24,26,12,4,7,0,19,15
7,56,48,28,5,16,8,46,23
13,47,37,9,2,7,1,7,8
3,36,41,59,12,22,8,40,45
25,104,84,71,24,47,10,52,85
7,30,44,5,3,2,2,7,5
13,31,38,11,3,1,4,13,6
19,88,76,22,3,14,3,35,39
12,58,68,17,6,9,3,8,1
7,41,33,8,1,6,1,13,6
7,42,21,7,3,6,8,14,11
5,10,16,26,4,17,6,20,20
26,141,120,174,16,71,10,117,147
5,39,26,33,12,21,6,25,24
13,94,83,64,14,22,8,84,86
18,65,62,79,12,32,7,76,54
32,146,127,9,1,6,5,17,10
14,53,53,37,9,18,11,40,34
4,18,24,29,5,14,0,24,20
9,53,45,24,10,10,7,30,20
0,6,6,7,2,2,1,2,3
4,23,28,27,2,5,9,31,29
16,77,59,63,13,34,19,73,46
9,52,66,10,3,2,0,8,10
21,96,109,71,15,44,12,80,69
57,334,281,443,43,167,68,441,404
0,7,6,10,0,3,1,6,8
14,67,70,76,10,22,15,58,64
15,85,86,84,17,35,10,80,80
6,23,15,29,4,18,4,27,23
60,256,205,223,33,108,24,204,185
19,78,97,97,11,42,10,74,82
1,10,7,12,0,1,2,6,10
15,120,109,122,16,59,21,115,113
17,93,93,93,14,51,10,104,110
7,44,31,47,8,18,8,53,55
42,256,181,309,45,113,32,266,269
11,25,29,48,10,22,13,73,72
8,23,25,25,4,10,5,33,29
26,147,112,150,14,68,23,137,140
13,74,62,65,8,32,9,79,62
19,50,48,13,4,11,6,12,14
17,72,83,7,2,3,4,22,42
16,74,65,10,1,16,2,39,44
11,47,32,3,0,2,1,6,4
12,51,50,26,4,28,9,48,57
9,44,48,41,5,17,6,29,42
1,14,20,22,2,12,2,19,24
4,30,19,27,2,16,9,31,30
9,51,59,10,0,8,5,34,26
2,6,11,4,0,4,4,13,11
0,13,16,10,2,6,4,14,15
10,62,63,5,3,3,1,6,7
16,79,97,10,4,9,4,16,16
11,48,56,8,9,6,1,2,6
35,143,134,51,15,28,19,75,70
35,186,157,182,35,83,22,192,198
18,110,100,87,20,39,13,90,98
12,51,74,2,1,4,2,23,11
13,41,47,55,9,20,5,46,42
3,45,35,22,5,12,3,29,28
6,60,47,21,7,10,8,25,22
5,32,24,33,9,14,5,24,31
70,298,318,288,46,158,53,289,366
13,35,55,54,8,15,2,30,23
11,78,82,55,11,32,9,57,65
11,102,94,94,17,49,23,100,90
6,43,33,41,9,17,7,31,27
22,121,89,112,20,52,18,125,121
26,132,116,122,18,51,26,139,132
8,39,51,49,5,17,5,33,40
13,90,70,64,9,21,9,73,63
13,64,71,53,11,23,11,50,47
1,40,34,33,8,13,8,30,30
24,91,91,82,10,46,14,62,52
16,74,61,51,14,40,8,47,50
14,84,66,75,13,40,14,65,65
1,3,9,7,0,1,2,8,12
25,125,126,105,15,55,10,114,111
13,70,58,61,14,15,10,63,59
5,34,37,34,9,15,8,33,32
2,30,28,25,1,11,4,26,21
11,42,43,50,5,23,5,43,43
32,136,147,115,21,52,18,113,96
18,109,84,100,14,34,13,100,105
18,72,74,72,13,34,10,61,73
15,22,23,23,3,7,4,24,30
9,35,42,11,3,5,4,7,5
10,38,44,13,2,3,3,10,10
31,123,140,130,20,70,18,97,143
7,34,43,57,8,23,7,66,67
12,19,19,25,9,2,8,22,18
0,3,4,6,1,3,0,3,4
15,76,45,14,1,10,2,8,15
9,47,53,2,1,5,2,17,6
3,42,26,46,9,15,9,41,39
11,35,34,7,6,5,1,3,3
4,22,34,38,6,13,2,33,28
8,60,48,42,8,21,8,29,43
21,132,119,214,15,69,24,153,165
9,44,49,85,6,24,10,73,77
1,8,4,11,0,1,2,6,5
10,43,37,35,12,20,8,34,35
5,41,21,24,5,13,0,25,16
25,150,145,159,26,72,11,132,149
12,85,77,50,10,17,9,39,42
20,104,92,98,10,50,9,127,117
13,70,70,44,6,36,11,62,55
3,24,36,36,3,13,4,22,33
6,25,25,7,2,5,1,18,16
11,45,35,10,2,6,3,7,15
9,54,42,67,6,35,11,53,65
17,109,93,64,5,27,9,69,79
17,58,58,2,1,2,3,37,43
12,33,28,13,0,9,5,22,11
0,7,10,6,1,2,0,11,8
10,40,42,12,5,5,2,27,35
6,11,9,5,2,2,4,14,21
2,25,20,13,7,8,7,17,29
8,44,44,8,4,5,9,40,50
2,2,4,15,2,9,0,10,7
31,125,93,3,1,3,2,4,5
7,33,17,19,6,18,3,27,40
20,159,126,99,17,49,17,117,158
6,21,20,32,5,18,11,47,55
12,51,53,33,5,19,5,42,42
40,198,138,123,26,52,17,121,130
12,53,41,20,5,8,4,33,40
5,8,10,3,0,1,0,1,1
7,20,22,2,1,2,1,3,9
10,34,26,10,3,0,0,13,11
17,108,59,61,16,35,13,89,84
10,76,84,6,1,5,1,12,8
11,42,45,12,1,5,2,5,1
19,93,89,8,2,3,2,14,9
3,20,24,9,3,11,4,26,28
26,160,120,101,6,40,15,101,104
19,102,70,50,13,21,8,67,47
9,69,46,13,6,14,9,34,54
14,110,85,51,6,23,11,71,88
25,163,117,91,10,51,16,102,95
23,65,43,38,4,24,4,41,27
6,25,16,1,0,1,0,3,3
16,55,43,6,6,0,1,7,9
16,97,46,54,8,24,2,70,52
11,69,50,24,3,10,4,42,68
10,97,68,74,10,30,5,55,60
9,74,47,44,4,26,6,42,36
8,28,23,12,2,11,1,25,26
2,9,19,1,3,2,5,8,8
18,77,101,15,6,12,4,19,14
9,70,59,36,5,25,7,28,26
16,60,49,10,2,4,2,17,23
38,208,155,109,13,50,11,104,114
6,32,31,24,4,21,5,38,31
9,59,65,25,6,19,5,28,31
25,106,111,62,16,40,14,88,101
5,22,16,11,1,4,3,8,4
101,584,444,333,25,150,55,435,401
9,37,33,10,1,4,1,12,15
9,43,34,6,0,8,1,4,4
11,51,41,20,4,6,4,68,49
11,89,72,3,2,7,3,21,13
6,16,23,4,3,3,1,13,8
10,28,15,28,4,7,7,48,14
10,8,11,6,8,5,2,9,6
24,132,115,109,18,53,12,90,115
49,257,271,64,8,42,27,150,227
14,75,54,10,6,8,1,17,24
30,113,69,52,13,27,9,72,76
20,122,91,54,9,38,17,63,65
23,73,55,41,10,31,10,48,56
14,65,65,70,7,25,9,66,62
9,26,39,9,2,5,4,8,11
10,63,51,28,9,23,10,41,43
9,23,22,9,5,9,3,16,17
10,76,37,49,5,24,11,58,50
8,19,21,17,6,12,4,23,32
25,143,109,79,12,42,16,89,92
5,43,19,23,4,12,5,31,21
15,69,54,45,7,26,11,39,47
27,112,90,82,9,28,11,96,72
7,53,52,6,4,3,3,12,9
11,52,45,15,3,7,12,50,49
9,28,24,8,1,10,0,14,9
38,188,124,64,14,35,12,79,112
9,28,23,10,3,9,2,7,13
9,53,29,14,8,10,4,19,18
1,15,8,2,1,4,6,12,18
12,29,22,3,1,1,0,1,1
39,268,237,139,19,75,16,181,172
25,170,119,81,11,44,12,75,137
21,132,94,56,13,29,11,82,98
8,56,39,11,1,7,5,17,15
10,97,72,53,9,19,12,78,72
3,16,13,18,2,12,1,12,13
10,53,40,23,6,16,4,35,47
3,21,16,18,3,12,4,34,28
5,25,27,4,1,0,2,2,2
29,213,149,96,7,33,36,173,171
10,37,44,5,2,1,0,4,3
12,66,49,19,3,17,7,46,49
8,52,55,22,3,14,6,49,50
3,18,14,1,0,1,0,6,8
25,106,114,95,11,43,14,129,109
14,62,70,35,5,29,4,55,75
20,111,110,92,8,53,12,96,101
4,19,41,17,3,8,11,23,31
11,30,26,8,4,5,6,32,38
4,29,35,23,4,15,7,42,36
18,50,66,28,5,28,8,74,77
30,173,128,45,11,42,13,77,91
34,127,99,84,11,51,17,95,102
21,89,87,25,6,13,14,52,50
9,39,31,9,1,8,3,11,7
10,66,52,32,13,28,10,78,64
7,35,32,26,5,10,5,19,26
15,89,96,57,14,23,11,77,74
30,162,150,17,6,10,8,38,59
4,21,20,1,1,1,0,5,6
22,137,127,105,15,46,18,136,136
8,31,21,15,5,9,4,22,10
13,60,44,11,1,4,3,20,13
12,47,41,10,6,9,0,29,33
17,67,60,46,5,24,7,60,65
11,48,34,25,6,7,5,33,26
8,41,40,34,3,21,4,38,52
10,36,38,19,3,9,4,44,58
13,79,47,20,7,11,5,39,53
8,57,42,22,2,14,3,54,71
12,48,41,9,0,1,3,20,23
8,54,40,2,1,1,0,1,3
22,83,61,17,3,4,0,33,37
31,165,105,12,2,3,4,33,31
30,199,177,144,16,68,17,161,165
24,80,61,59,12,46,15,90,96
4,18,18,16,3,13,12,60,62
15,102,104,9,2,4,5,58,50
12,78,71,50,4,23,14,98,116
74,459,339,248,21,104,44,307,353
10,38,51,13,1,10,7,35,31
8,67,51,42,4,34,14,52,77
40,203,132,84,12,53,25,143,187
3,22,28,20,5,15,5,16,36
16,72,57,28,9,16,7,47,63
12,76,55,8,0,1,1,11,6
1,7,9,6,0,3,6,7,22
0,4,7,6,0,6,1,6,8
8,25,26,0,0,0,1,4,7
6,18,27,4,0,3,2,24,31
12,42,28,6,3,2,1,19,28
5,30,26,21,4,3,6,36,36
26,132,106,54,5,22,17,129,109
35,233,183,128,24,86,24,173,222
2,4,4,7,2,2,1,2,4
15,122,148,6,3,8,3,26,25
17,85,61,47,8,19,9,59,71
11,61,61,8,5,3,1,6,10
12,96,75,35,8,18,8,67,69
6,36,32,9,5,5,2,1,4
14,58,48,6,3,2,1,8,3
9,20,22,13,4,14,8,26,23
15,38,45,52,10,27,13,57,66
11,83,89,58,11,42,12,57,83
19,123,122,60,5,27,7,37,45
11,51,59,12,2,6,2,10,8
4,19,23,2,1,1,2,6,1
6,39,31,5,2,5,2,9,11
12,36,31,8,2,5,3,3,9
5,31,34,30,5,14,6,32,54
10,64,58,51,10,27,12,44,54
33,160,101,155,21,88,31,235,190
13,81,69,40,9,26,16,56,91
1,26,13,1,0,2,6,21,29
6,7,12,5,1,5,2,9,17
9,66,50,7,4,3,3,11,31
17,53,51,38,4,10,13,118,141
14,42,53,12,1,5,10,42,43
6,25,22,20,2,12,5,27,38
10,24,25,6,1,3,0,3,11
33,174,131,212,19,73,30,179,206
4,33,13,22,5,13,6,37,40
12,77,84,11,3,7,9,32,43
8,36,20,4,2,6,1,5,3
22,104,97,13,5,8,13,72,94
15,100,91,103,22,52,13,140,103
1,15,27,21,4,11,6,21,32
13,65,41,3,5,8,2,13,17
2,21,11,29,7,15,6,29,32
13,51,40,67,11,21,5,59,53
13,115,94,109,18,38,16,109,97
18,80,56,50,9,28,10,42,57
5,22,32,22,5,21,6,23,19
10,63,54,55,7,40,6,89,65
14,48,36,2,0,2,2,9,18
4,15,13,16,1,13,4,26,24
23,55,55,17,2,11,5,27,31
5,53,49,27,9,30,4,48,43
3,25,25,17,4,14,3,25,37
7,20,19,10,2,7,7,13,9
29,106,108,80,12,51,17,81,114
4,18,14,4,2,11,1,8,10
9,61,67,24,5,24,17,59,83
